item_id:token	item_name:token_seq	address:token_seq	city:token_seq	state:token	postal_code:token	latitude:float	longitude:float	item_stars:float	item_review_count:float	is_open:float	categories:token_seq
nKph91qATrPCbJ-QwZjDZw	Hand Car Wash Sinclair	5680 S Pecos Rd	Las Vegas	NV	89120	36.0869652	-115.1002996	4.5	126	1	Car Wash, Gas Stations, Convenience Stores, Restaurants, Food, Delis, Automotive
Wsb_rH2xNmMOdmzyb7eB7w	Crazy Jim's	305 W Washington St, Ste 104	Phoenix	AZ	85003	33.4481291	-112.0778758	3.5	97	1	Mediterranean, Pizza, Greek, Breakfast & Brunch, Caterers, Restaurants, Event Planning & Services
PHUcMHrbDKAmKxsqT2cewg	Alexi's Family Restaurant	18450 N 19th Ave	Phoenix	AZ	85023	33.6542830078	-112.1002353111	3.5	126	1	Restaurants, Diners
YSdxFINzbpbwX-RtPd1FxQ	T & M Automotive	3921 W Oquendo Rd	Las Vegas	NV	89118	36.0823124	-115.1920192	5.0	100	1	Automotive, Auto Repair, Oil Change Stations, Smog Check Stations
2N6geaTHR3g7RW-V23FNOQ	Decor Nails & Spa	5110 Park Rd, Ste 2L	Charlotte	NC	28209	35.1611334	-80.8492823	4.0	104	1	Beauty & Spas, Day Spas, Nail Salons
6M5WG1Hp38dsYkK77S-bzQ	Yogis Grill	5104 N Dysart Rd, Ste 110	Litchfield Park	AZ	85340	33.5090366126	-112.3414599895	3.5	71	1	Restaurants, Asian Fusion
BbYKk_QbDLNcY0w4fWrrCA	Sweet Pea Cafe	117 Merz Blvd, Ste 116	Fairlawn	OH	44333	41.1328698	-81.6124113	3.5	89	0	Restaurants, Breakfast & Brunch
EYOPM91BM039rYuAjgZbkg	Evil Dead the Musical 4D	3663 Las Vegas Blvd, Ste 360	Las Vegas	NV	89109	36.128561	-115.1711298	3.5	205	1	Arts & Entertainment, Performing Arts
DjHs5GTvfzjfiff20iClQA	Bike Barn	4112 N 36th St	Phoenix	AZ	85018	33.495676	-112.00454	3.5	78	1	Bikes, Shopping, Sporting Goods, Local Services, Bike Repair\/Maintenance, Active Life, Bike Rentals
-wuTt61JudBhiicEkG5kHg	Sinful Skin Tattoo Studio	8110 W Union Hills Dr, Ste 240	Glendale	AZ	85308	33.6532028	-112.2338633	4.5	86	1	Tattoo, Beauty & Spas, Piercing
X_ISwduY4S0SujWZyH5t9w	Red Rock Running Company	120 S Green Valley Pkwy, Ste 144	Henderson	NV	89012	36.0225295	-115.0827245	4.5	55	1	Sporting Goods, Shopping
wrQxV_guk0ntqJWnJlK0NQ	Vitalant - Las Vegas	6930 W Charleston Blvd	Las Vegas	NV	89117	36.1596351	-115.2492147	4.0	54	1	Health & Medical, Medical Centers, Blood & Plasma Donation Centers
fN7ds9Dk4IfMsh4RT9x82w	Wok 'N Roll Chinese-Sushi-SW Asian	4412 N Miller Rd	Scottsdale	AZ	85251	33.5005402313	-111.9179385545	4.0	304	1	Restaurants, Asian Fusion, Lounges, Sushi Bars, Chinese, Nightlife, Bars, Japanese
u-wMJnxyIW4JWUua-0jfug	Essence Cannabis Dispensary	4300 E Sunset Rd, Ste A3	Henderson	NV	89014	36.0723885	-115.0797457	4.0	196	1	Doctors, Health & Medical, Naturopathic\/Holistic, Cannabis Clinics, Cannabis Dispensaries, Shopping
L16ly2UGc9j4qO3Id8Gx3A	Chef Kennys Asian Vegan Restaurant	6820 Spring Mountain Rd, Ste 111	Las Vegas	NV	89146	36.1269461	-115.2410542	4.5	528	1	Restaurants, Chinese, Vegan, Sushi Bars, Vegetarian
mTD9IKo7loPg6QTLDcL6YQ	Eggsmart	645 Bay St	Toronto	ON	M5G 1M7	43.6570378	-79.3842312	3.0	71	1	Restaurants, Breakfast & Brunch, Burgers, Vegetarian
uwlQWhtrqm8k7CZwrNtRsg	Tai Ping Hsiang	3636 Steeles Avenue E, Suite 139	Markham	ON	L3R 1K9	43.8189308	-79.3306248	4.0	61	1	Barbeque, Restaurants, Taiwanese, Chinese, Fast Food
TZl7YBuzo5awZP8QJDLg_w	Jordan's Mexican Food	6247 N 7th St	Phoenix	AZ	85014	33.5289571	-112.0644507	3.0	111	1	Mexican, Restaurants
N8jmyJCk-LjO9o1K9UjxNA	Harlem Underground	745 Queen Street W	Toronto	ON	M6J 1G1	43.6464195	-79.4070969	3.0	215	1	Southern, Cajun\/Creole, Soul Food, Restaurants
PEb1Hm0kQ52cObjPAE6nFQ	Dimpflmeier Bakery	36 Advance Road, Suite 26	Etobicoke	ON	M8Z 2T4	43.634195	-79.5287637	4.0	80	1	Desserts, Food, Bakeries
4V2KN03EJMzaoOmLOy5UhQ	Barley House	1261 W 6th St	Cleveland	OH	44113	41.500608	-81.698986	3.0	216	1	Beer, Wine & Spirits, Pubs, Food, Restaurants, Dance Clubs, Bars, American (New), Nightlife
ro82qYK_AETB8wNGA5Xdzw	Kōjin	190 University Ave	Toronto	ON	M5H 0A3	43.6494535	-79.3863506	4.0	98	1	Canadian (New), Restaurants
OhC1OHgp3TCj9_N27SPy8w	M B Motors	2730 E McDowell Rd, Ste 7	Phoenix	AZ	85008	33.4661141	-112.0224396	5.0	50	1	Auto Repair, Automotive
TG2QAcrevOmXDuCQQFlGew	Daniels Original Mexican Food	13761 West Bell Rd, Ste 213	Surprise	AZ	85374	33.6370725422	-112.3570019339	4.0	59	0	Restaurants, Mexican
qalkZ4AQDWzYrFvQVrSPOg	Riddle Escape Room	2334 N Scottsdale Rd, Ste A120	Scottsdale	AZ	85257	33.4740750613	-111.9274686473	4.5	132	1	Arts & Entertainment, Escape Games, Event Planning & Services, Party & Event Planning, Team Building Activities, Active Life
xNpD5ObRmK0q87f6QU283A	Tapas 24	420 Rue Notre-Dame O, Local 4	Montréal	QC	H2Y 1V3	45.5013617	-73.5591439	3.5	102	0	Spanish, Tapas\/Small Plates, Restaurants
HtctU6CwYrKN3r2SL259EA	Yo Amo Tacos	7034 Islington Avenue	Vaughan	ON	L4L 1V8	43.7649111	-79.5762833	2.5	64	1	Mexican, Restaurants
37kk0IW6jL7ZlxZF6k2QBg	Edulis	169 Niagara Street	Toronto	ON	M5V	43.641948	-79.4065795	4.0	115	1	Restaurants, Spanish, French
pqaFZPp12U7YX1upzSfR_A	Eastside Lounge	3131 Las Vegas Blvd S	Las Vegas	NV	89109	36.1289350462	-115.1649506987	4.0	53	1	Lounges, Nightlife, Bars
aQMu4VRwrCsmISm9kTl1FA	Mercedes-Benz of Chandler	7450 W Orchid Ln	Chandler	AZ	85226	33.3250199154	-111.970314011	4.0	191	1	Car Dealers, Automotive, Auto Repair
OMhJbPB9LNAdQu1bwuiEIQ	Coach House Restaurant	574 Yonge Street	Toronto	ON	M4Y 1Z3	43.6650445	-79.3849414	4.0	98	1	Diners, Restaurants
7l34lZLJOrdBYK9dwjQC4Q	Denim and Diamonds	7336 E Main, Ste 106	Mesa	AZ	85207	33.4164812	-111.6731893	3.5	101	1	Nightlife, Bars, Music Venues, Dance Clubs, Arts & Entertainment, Lounges
fWZ7Mqr7kWtG2xYa-88Mpg	Brake Masters	5180 W Peoria Ave	Glendale	AZ	85302	33.5824102	-112.1707325	4.5	71	1	Oil Change Stations, Auto Repair, Automotive
2WVgwLC044OlHfPD7PvBZg	Camelback Collision	4635 N 7th St	Phoenix	AZ	85014	33.5048013812	-112.064588971	3.0	61	1	Auto Repair, Automotive, Auto Parts & Supplies
alt4Jfu6N3GBRjNSv-A0kg	Red Rock Nails	10247 W Charleston Blvd, Ste C	Las Vegas	NV	89135	36.158101	-115.317436	3.5	82	1	Beauty & Spas, Nail Salons
Hb8pO9jpr4IeB6cFcVZxxA	Ventura Grill	9261 E Via de Ventura	Scottsdale	AZ	85258	33.5530194	-111.8811376	3.5	97	0	Bars, Burgers, Nightlife, Italian, Restaurants, American (Traditional), American (New), Breakfast & Brunch, Sports Bars
72S_eNMpbbSL2kRgzy-iXQ	Buffalo Wild Wings	3015 Argentia Rd	Mississauga	ON	L5N 8E1	43.5977727	-79.7856743	3.0	64	1	Restaurants, Chicken Wings, American (Traditional), American (New), Bars, Nightlife, Sports Bars, Canadian (New)
sS2IKdaUne_8QwiAl6iyfg	Malaya Kitchen	8200-400 Providence Rd	Charlotte	NC	28277	35.0952753	-80.7791381	4.0	148	1	Noodles, Soup, Restaurants, Asian Fusion, Malaysian
xMbr0C6EuvaDEhDXWTFUzg	KoJa Restaurant	120 Atlantic Avenue	Toronto	ON	M6K 1X9	43.6396681734	-79.4212111734	3.5	82	1	Sushi Bars, Restaurants
rZUK25ho_Wmgv5tRAs7LMA	Bonnie Springs Ranch Resort	1 Gunfighter Ln	Blue Diamond	NV	89004	36.0657173614	-115.4354310036	3.5	93	0	Event Planning & Services, Venues & Event Spaces, Tours, Zoos, Hotels & Travel, Active Life, Restaurants, Barbeque
WxytQiQ5Cl1Gotk9cXeILg	Rainbow Donuts	2855 W Cactus Rd, Ste 4	Phoenix	AZ	85029	33.596108	-112.120825	4.5	60	1	Juice Bars & Smoothies, Bakeries, Food, Donuts
1RHY4K3BD22FK7Cfftn8Mg	Marathon Diner	Center Core - Food Court, Fl 3, Pittsburgh International Airport	Pittsburgh	PA	15231	40.4961769456	-80.2460112364	4.0	60	1	Sandwiches, Restaurants, Salad, Comfort Food, Burgers
zo64LhhXwB8sB2j8S-0DMA	Yummy Market	1390 Major Mackenzie Drive W	Maple	ON	L6A 4H6	43.8621534	-79.4857138	3.5	51	1	Food, Imported Food, Ethnic Food, Specialty Food, Bakeries, Grocery, International Grocery
T0NKethAB-FFR05EeZCzuA	Burger King	6780 N Durango Dr	Las Vegas	NV	89149	36.2842738306	-115.287330502	1.5	127	1	Burgers, Fast Food, Restaurants
MKT77UstJ5PAWyLNTuWujQ	Gigi's Cupcakes of Phoenix	4910 E Ray Rd	Phoenix	AZ	85044	33.3204536	-111.9773422	3.0	82	0	Bakeries, Food, Cupcakes, Desserts
U6Jf5-cUyxkMbXdxLLq6IA	Juliette & Chocolat	377 Avenue Laurier O	Montréal	QC	H2V 2K3	45.5191703	-73.5965417	3.5	59	1	Desserts, Food, Restaurants, Chocolatiers & Shops, Specialty Food, Creperies
c3LQaEzoCnyvOXrLWIXH0Q	US Post Office	4030 S Jones Blvd	Las Vegas	NV	89103	36.1158771	-115.2238369	2.0	73	1	Public Services & Government, Post Offices, Local Services, Shipping Centers
N77ZbAU_R-38OXWDaEnT2Q	Garcia's Windows & More	3906 W Avalon Dr	Phoenix	AZ	85019	33.48336	-112.1435571	4.5	97	1	Home Services, Windows Installation
ebwM2pckHieHvK6h1scuBw	Lazeez Mediterranean Grill	9311 Jw Clay Blvd	Charlotte	NC	28262	35.311397	-80.7463342	3.5	124	0	Restaurants, Mediterranean, Halal, Cocktail Bars, Bars, Middle Eastern, Nightlife
V46DbgV5cTnYAwpBS70owQ	Michael's Frozen Custard	3826 Atwood Ave	Madison	WI	53714	43.085135	-89.3252429	3.0	58	1	Restaurants, Burgers, Food, Ice Cream & Frozen Yogurt
Bh5VbI_9msk3GaD0kiKkmg	Nanashake	4750 Yonge Street, Unit 134	Toronto	ON	M2N 0J6	43.760058175	-79.412188931	3.5	62	1	Food, Vegetarian, Restaurants, Ice Cream & Frozen Yogurt, Vegan
wNMUtWy0SRQu7m3i4FNhYg	Red Robin Gourmet Burgers and Brews	35858 Detroit Rd	Avon	OH	44011	41.4611465	-82.0128262	3.5	66	1	American (Traditional), Sandwiches, Burgers, Restaurants
MPPlVchUxAKCS-Dy-tMGAg	Panera Bread	9350 Yonge Street, Suite Y005	Richmond Hill	ON	L4C 5G2	43.856902	-79.434443	3.0	57	1	Bagels, Breakfast & Brunch, Soup, Salad, Bakeries, Restaurants, Food, Sandwiches
Y1Yprra4ZSyAIMW9Zm75dA	Méchant Bœuf Bar & Brasserie	124 Rue Saint-Paul O	Montréal	QC	H2Y 1Z3	45.5038725	-73.5544901	3.5	159	1	Bars, Nightlife, Restaurants, Brasseries, Cocktail Bars, Gastropubs, Seafood, Steakhouses, Burgers
w06XeeisI_2TUfYwqBU_lw	Ted Wiens Tire & Auto	1201 S Rainbow Blvd	Las Vegas	NV	89146	36.1569656	-115.2442597	4.0	76	1	Tires, Automotive, Auto Repair, Wheel & Rim Repair, Oil Change Stations
bV_xC1dzOhN_y4YEd4h02g	MountainSide	1442 E Lake Mead Pkwy	Henderson	NV	89015	36.0732730942	-114.9532648749	3.0	76	1	Nightlife, Pubs, Bars, American (New), Sports Bars, Restaurants
SXr6ByM7UmUQ55qtOUMijg	Chipotle Mexican Grill	2895 S Alma School Rd, Ste 1	Chandler	AZ	85286	33.263923	-111.857261	3.0	88	1	Restaurants, Fast Food, Tex-Mex, Mexican
r6Mou-9qFKMXMMQRxIPx1Q	Pizzeria Moretti	1059 Rue Wellington	Montréal	QC	H3C 2V6	45.4935982	-73.5574876	2.5	74	1	Italian, Restaurants, Pizza
Ouh38adC9WbCRSSyYGtL3Q	Margaritas Grill	10 W Main St	Mesa	AZ	85201	33.4155186	-111.831961	3.0	157	1	Mexican, Seafood, Restaurants
3GLWwjU3Ku_2EWuJ71hxqg	Azure Luxury Pool	3325 Las Vegas Blvd S	Las Vegas	NV	89109	36.1239495	-115.1694728	3.0	96	1	Music Venues, Arts & Entertainment, Nightlife, Swimming Pools, Dance Clubs, Active Life
hY77DYw8mh1WT9yypK4qyA	Arizona Grill Lounge	215 Carlingview Drive	Etobicoke	ON	M9W 5X8	43.6837428	-79.5929134	2.5	107	1	Restaurants, Bars, Pubs, Nightlife, Barbeque, Mexican, Steakhouses
0VjHFdczi6Nln_nn8bucJQ	Pho Bistro	4130 S Sandhill Rd, Ste A4	Las Vegas	NV	89121	36.1139613	-115.0909408	4.0	181	1	Vietnamese, Restaurants, Chinese
lRg7jfcYXAciGmDSNKFJBA	Advanced Urgent Care	9975 S Eastern Ave, Ste 110	Las Vegas	NV	89183	36.0072306	-115.11531	2.0	112	1	Doctors, Health & Medical, General Dentistry, Urgent Care, Medical Centers, Dentists
4eIFraJQ5sVZm3Wj6oMzAQ	Millennium Fandom Bar	900 S Las Vegas Blvd, Ste 140	Las Vegas	NV	89101	36.1599986	-115.1475329	4.5	110	1	Pubs, Arts & Crafts, Costumes, Bars, Lounges, Nightlife, Event Planning & Services, Eatertainment, Shopping, Art Galleries, Venues & Event Spaces, Arts & Entertainment
gblAhadCzFP97Gf5pcFZiQ	Hertz Rent A Car	151 North Gibson Road 110	Henderson	NV	89014	36.0384881	-115.0299505	2.5	69	1	Car Rental, Car Dealers, Automotive, Hotels & Travel
Y1YfmqsJWhuJBFGKzHpqjg	Caswell Station	366 N Caswell Rd	Charlotte	NC	28204	35.2121915223	-80.8183855665	4.0	94	1	Breakfast & Brunch, Restaurants, Nightlife, American (Traditional), Bars, American (New)
yQXG2KepKmU7A1LiEQYAcw	LensCrafters	7361 W Lake Mead Blvd, Ste 104	Las Vegas	NV	89128	36.1948708	-115.2533375	2.5	57	1	Eyewear & Opticians, Shopping, Doctors, Health & Medical, Ophthalmologists, Optometrists
vtGwb-yl69LT96mHVllWeA	Satisfied Frog On Bell	2827 E Bell Rd	Phoenix	AZ	85032	33.6403226	-112.0210482	4.0	66	0	Restaurants, American (Traditional), Barbeque
xPuId11JJs0uy-QuPfifOw	Grill 55	3400 Paradise Rd	Las Vegas	NV	89169	36.1272243	-115.1539911	3.0	58	1	American (New), Restaurants
uvjJi6j6uxP2G8Vlg9aX8A	Moxie's Grill & Bar	55 Reading Court	Etobicoke	ON	M9W 7K7	43.6897266316	-79.5907987174	3.5	93	1	American (New), Steakhouses, Restaurants, Canadian (New), American (Traditional), Lounges, Nightlife, Bars
qQsrcouREdFUk4adim1uEA	Mamajoun Armenian Pizzeria	209 Ellesmere Road, Unit 6	Toronto	ON	M1R 4E2	43.7602969	-79.3027818	4.5	113	1	Bakeries, Pizza, Restaurants, Sandwiches, Fast Food, Food
VNGQEuh44Pud682qjac8Hw	International : Scottsdale Champagne Bar & Ultra Lounge	4405 N Saddlebag Trl	Scottsdale	AZ	85251	33.500735	-111.921936	2.0	58	1	Lounges, Dance Clubs, Bars, Champagne Bars, Nightlife
p-5u8qhYmB-IcTaQcq2_pw	Tropical Smoothie Cafe	621 Stephanie St	Henderson	NV	89014	36.0656271251	-115.047949	2.0	258	1	Food, Juice Bars & Smoothies, Restaurants, Sandwiches, Cafes
zMPfZdODe82SL_zxnv7asg	Chipotle Mexican Grill	310 Mcholme Dr	Pittsburgh	PA	15275	40.4487982663	-80.1744529258	3.0	67	1	Fast Food, Mexican, Restaurants
DiUgFZkt88xcDWG0OjjCaQ	Domino's Pizza	9310 S Eastern Ave	Las Vegas	NV	89123	36.0189708287	-115.1175744641	2.5	50	1	Sandwiches, Chicken Wings, Restaurants, Pizza
uLL2uKqYnPAFwBw11LzDUQ	Gus's New York Pizza	933 E University Dr	Tempe	AZ	85281	33.4212807328	-111.9258832846	2.5	145	0	Restaurants, Pizza
TBWis7BxQfSxDLWs_3DpoA	F & F Carpet Cleaning	1635 N 87th St	Scottsdale	AZ	85257	33.4667543	-111.8958208	5.0	108	1	Carpet Dyeing, Shopping, Rugs, Air Duct Cleaning, Home & Garden, Home Cleaning, Tiling, Carpeting, Home Services, Local Services, Contractors, Carpet Cleaning, Damage Restoration
Wj1yPG74S_vkCMspcSmH9g	West 50 Pourhouse & Grille	50 Burhamthorpe Road W	Mississauga	ON	L5B 3C2	43.59192079	-79.6358409846	3.0	82	0	Bars, Restaurants, Pubs, Nightlife, American (Traditional)
cldHnldJ-9PbhcXe73CiTg	Nevada S.P.C.A	4800 W Dewey Dr	Las Vegas	NV	89118	36.0885456	-115.2064695	3.5	152	1	Pet Stores, Animal Shelters, Pets
80klSQFFKguEL76Zo8m5YQ	Sofitel Montreal Golden Mile	1155 Rue Sherbrooke Ouest	Montréal	QC	H3A 2N3	45.501465	-73.577397	4.0	72	1	Event Planning & Services, Investing, Financial Services, Hotels & Travel, Hotels
ie2AH9hX7LUksz0K90IdAA	New Romantic Nails	1900 E University Dr, Ste 17A	Mesa	AZ	85203	33.4242497772	-111.788532936	3.5	65	0	Nail Salons, Beauty & Spas
iuSq6jpt-r-7JxqXE5hK6g	Heart & Soul Cafe and Saloon	4705 E Carefree Hwy	Cave Creek	AZ	85331	33.7977587107	-111.9797480106	3.5	325	1	Salad, Restaurants, Cocktail Bars, Pool Halls, American (Traditional), American (New), Nightlife, Music Venues, Breakfast & Brunch, Bars, Country Dance Halls, Arts & Entertainment
3n685UjMonF4fjBcILXkJg	Hampton Inn Pittsburgh University\/Medical Center	3315 Hamlet St	Pittsburgh	PA	15213	40.4360353	-79.9630103	4.0	60	1	Hotels & Travel, Event Planning & Services, Hotels
ZYEZXe0gyTIFT9Is_iywKw	Scandinave Spa Vieux-Montréal	71 Rue de la Commune O	Montréal	QC	H2Y 2C6	45.5043287	-73.553783	4.0	93	1	Day Spas, Hydrotherapy, Massage Therapy, Health & Medical, Beauty & Spas, Massage
xEHGZ-jVUSOqE9lbXO_3Tg	Weft & Warp Art Bar + Kitchen	6114 North Scottsdale Rd	Scottsdale	AZ	85253	33.5271161409	-111.9285528783	3.5	102	1	Nightlife, Tapas\/Small Plates, Restaurants, Breakfast & Brunch, Bars, Cocktail Bars, American (New)
2k01kgbLdNV9b19GrOqdNA	Italian Oasis Pizzeria	953 E Sahara Ave, Ste E33	Las Vegas	NV	89104	36.1418287187	-115.1421265609	4.5	67	0	Food, Desserts, Pizza, Restaurants, Food Delivery Services
NQ9y0rLBDRaNFlxgAda4Bw	Firestone Complete Auto Care	5060 E Sahara Ave	Las Vegas	NV	89142	36.1448112783	-115.0647853255	4.0	60	1	Tires, Automotive, Auto Repair, Oil Change Stations, Auto Parts & Supplies
F9IJ3EddoyW89O0DFikPTQ	Sunseri Jimmy & Nino	1901 Penn Ave	Pittsburgh	PA	15222	40.4509544	-79.9845939	4.5	57	1	Food, Ethnic Food, Specialty Food, Sandwiches, Restaurants, Imported Food, Italian
dfHA5n6e3f58nMCNHt589Q	Vientiane Palace Restaurant	151 W Gorham St	Madison	WI	53703	43.0755119	-89.3903706	3.5	127	1	Thai, Vietnamese, Vegan, Asian Fusion, Restaurants, Vegetarian
GSaU7xmPP-Arq7uY5kbA_g	Sweetea	9775 S Maryland Pkwy, Ste E	Las Vegas	NV	89183	36.0115441617	-115.1380697748	4.5	132	1	Tea Rooms, Coffee & Tea, Bubble Tea, Food, Juice Bars & Smoothies
HZRTSC7R0JWThNTCqVLnsQ	Cenacolo Restaurant	2000 Commerce Lp	North Huntingdon	PA	15642	40.311108	-79.724001	4.5	170	1	Restaurants, Italian
5G6tkZu1h-M08tip2V_6oA	Sugar Marmalade	280 Spadina Avenue, Unit P	Toronto	ON	M5T 2E7	43.6526355	-79.3983795	3.0	132	1	Desserts, Food
XkMaEGABZxrNbzSxXC1ErA	Scrubtastic	6021 S Rainbow Blvd	Las Vegas	NV	89118	36.0793179	-115.243704	3.5	102	1	Local Services, Sewing & Alterations, Department Stores, Fashion, Shopping
rFRNjwr6Z3r4agQG-LtluA	FlipSide	44 N Main St	Chagrin Falls	OH	44022	41.4308030774	-81.3910149708	4.0	182	1	Beer Bar, Restaurants, Cocktail Bars, Nightlife, Burgers, Food, Juice Bars & Smoothies, American (New), Bars, Sandwiches
G1t8_G105yWDTPiWe1oEQw	Southwest Medical Associates at Siena	2845 Siena Heights Dr	Henderson	NV	89052	36.0034527	-115.1130112	2.5	135	1	Doctors, Medical Centers, Health & Medical, Urgent Care
1wAIVR71cLfupzNsk13Ryg	Juma Gallery	20100 Chagrin Blvd	Shaker Heights	OH	44122	41.464283	-81.538206	4.5	66	1	Coffee & Tea, Arts & Entertainment, Art Galleries, Accessories, Bakeries, Bars, Food, Tapas\/Small Plates, Nightlife, Beer, Wine & Spirits, Bagels, Women's Clothing, Restaurants, Shopping, Gift Shops, Fashion, Sandwiches, Flowers & Gifts
rBBAD_fHaYnqWC_APHO2SQ	Go Go China	13636 N Tatum Blvd, Ste 10	Phoenix	AZ	85032	33.610826	-111.9791238	3.0	82	1	Chinese, Restaurants
308f__iS3Qw_qhnda6IVPw	Hiro Sushi Restaurant	171 King Street E	Toronto	ON	M5A 1J4	43.6505112592	-79.3714514814	3.5	63	0	Japanese, Sushi Bars, Event Planning & Services, Caterers, Restaurants
Rkm9dnwVK376jSOIytmhHg	A Cab	1500 Searles Ave	Las Vegas	NV	89101	36.184526	-115.1270663	1.5	80	1	Transportation, Taxis, Hotels & Travel
Zgp2mLww3lVFGrMReJmKKw	Sweet Mango Berea Thai Cuisine	54 Front St	Berea	OH	44017	41.366759	-81.8528019	4.0	85	1	Restaurants, Thai
wvVcTbkKAYA99HxyqtxcXw	Call 4 Handyman		Las Vegas	NV	89113	36.0563775	-115.2659777	4.5	104	1	Home Services, Handyman, Painters, Garage Door Services, Plumbing, Security Systems
cCX_cpuuzTI3lDUyKFCnAg	Filiberto's Mexican Food	13972 N. 83rd Ave	Peoria	AZ	85345	33.6115633	-112.2380524	3.0	99	1	Mexican, Restaurants, Breakfast & Brunch, Salad
AUes4OUyO4moaB6WPi88cA	Atria's Restaurant	4869 William Penn Hwy	Murrysville	PA	15668	40.4223243	-79.6630601	3.5	85	1	Bars, Nightlife, American (New), Restaurants
_awu1HfNZWgBo6z9RU2CLA	Cleveland Clinic - Main Campus	9500 Euclid Ave	Cleveland	OH	44195	41.502825	-81.621721	3.0	124	1	Optometrists, Health & Medical, Ophthalmologists, Internal Medicine, Hospitals, Medical Centers, Cardiologists, Doctors
8G3XhFQGSWRPk2Mva9jkDA	Pamper Me Spa & Salon	4422 N Rancho Dr	Las Vegas	NV	89130	36.2399725613	-115.2306709965	3.5	89	1	Skin Care, Massage, Day Spas, Hair Salons, Beauty & Spas, Waxing, Hair Removal, Nail Salons
PME-GPdNrrTUJ2uSY16rpg	The Clevelander	834 Huron Rd	Cleveland	OH	44115	41.498558	-81.685799	3.5	113	1	Bars, Dive Bars, Nightlife, Sports Bars
e9nAqquvzJjLPyMKVaQSAw	Lowe's Home Improvement	13363 W Grand Ave	Surprise	AZ	85374	33.6360211403	-112.3496589294	2.5	61	1	Home & Garden, Shopping, Hardware Stores, Contractors, Appliances, Building Supplies, Home Services
3dw6xhzG08htY5HcL2OjeA	Angry Crab Shack	8253 E Guadalupe Rd	Mesa	AZ	85212	33.3641467	-111.6556854	4.0	289	1	Restaurants, Barbeque, Seafood
Ai2k3oZOXzVqJA72DpfjOw	Johnny Rockets	9500 East Vía De Ventura, Ste C-200	Scottsdale	AZ	85256	33.5545531	-111.8760438	2.0	69	1	Restaurants, Burgers, Diners, Sandwiches
TWkL-VHo6P-WwL8iTvqlYQ	Pei Wei	7131 W Ray Rd, Bldg 1, Ste 3	Chandler	AZ	85226	33.317803	-111.967167	3.0	175	1	Restaurants, Asian Fusion, Chinese, Japanese, Gluten-Free, Sushi Bars, Salad, Fast Food
u1qzJu0JwbKU-HjIFjq8kw	Dewey's Coffee House	13201 Shaker Sq	Cleveland	OH	44120	41.4846805	-81.5899745	4.0	84	0	Restaurants, Sandwiches, Food, Ice Cream & Frozen Yogurt, Bagels, Coffee & Tea
M95OX2nED7rjPxOURJtOCg	Ladybug House of Sandwiches	1611 N 11th St	Phoenix	AZ	85006	33.4660663	-112.0582801	3.5	112	1	Restaurants, Delis, Burgers, Sandwiches, Salad
Zw9wEAk9L6oTZi63f4zVvA	YZ's Hot Pot & BBQ	937 E Broadway Rd, Ste 2	Tempe	AZ	85282	33.406526	-111.924348	3.5	113	1	Asian Fusion, Bars, Restaurants, Barbeque, Nightlife, Hot Pot
aYyj9OdH059CoEXadmldXA	Bonsai Japanese Steak & Sushi	7315 S Rainbow Blvd, Ste100	Las Vegas	NV	89113	36.0556567698	-115.2432622919	4.0	356	1	Teppanyaki, Japanese, Restaurants, Steakhouses, Sushi Bars
9WJd4cqm3ghYA2RxShj3xA	Bomba Tacos & Rum	3900 Medina Rd	Akron	OH	44333	41.1342696794	-81.6382378712	4.0	264	1	Desserts, Nightlife, Bars, Restaurants, Food, Latin American
taXKuFldSoerm9SXrckh_w	Green Tea Bistro	1309 W Guadalupe Rd, Ste 5	Mesa	AZ	85202	33.363785	-111.861305	4.0	188	1	Restaurants, Chinese
-xKkIi0vKeB2BBu7PYM9ww	Island Pet Hospital	7025 W Ann Rd	Las Vegas	NV	89130	36.2628985	-115.2479644	4.0	52	1	Pets, Pet Services, Pet Sitting, Veterinarians
bn_QrUHgavXKIk_lTASErQ	Greyhound Bus Lines	200 South Main Street	Las Vegas	NV	89101	36.1712877	-115.1472281	1.5	148	1	Hotels & Travel, Transportation, Public Transportation
h-1cbSCEMQlf3ampVX6pLw	Sonic Drive-In	5725 E Charleston Blvd	Las Vegas	NV	89122	36.1588998269	-115.0493229926	2.5	60	1	Restaurants, Food, Fast Food, Burgers, Ice Cream & Frozen Yogurt, American (Traditional)
umLn7zBi0-5VEFUyZ3XlEQ	Suite 114	116 Dundas Street W	Toronto	ON	M5G 1C3	43.6557306	-79.3843386	4.5	63	1	Lounges, Bars, Cocktail Bars, Event Planning & Services, Venues & Event Spaces, Nightlife
yU3p0tEBtGuZLTcsBHw9uQ	Le Passé Composé	1310 Boulevard de Maisonneuve E	Montréal	QC	H2L 2A5	45.520079	-73.556603	4.5	290	1	Restaurants, Breakfast & Brunch, Bistros, French
7h5JUE9bimZduqjzFQF2uQ	Hilton Charlotte Executive Park	5624 Westpark Dr	Charlotte	NC	28217	35.160735	-80.889165	2.5	62	1	Hotels & Travel, Hotels, Event Planning & Services
kaQngr_Bykn49-FiM8W5xg	Red Lobster	7921 West Bell Rd	Peoria	AZ	85382	33.6377085395	-112.2294400648	3.0	158	1	Restaurants, Seafood, American (Traditional)
